name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Other Sales
Tetris Effect,2018-11-09,4,5,292,90,2024-05-23 16:56:42,296,Everyone 10+,'Puzzle',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,0,0,0,0,0,0,0,Atmospheric,Great Soundtrack,Classic,exclusive,puzzles,Tetris,vivid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,541848,9306,Sony Interactive Entertainment,Monstars Inc.,10000
Batman: Return to Arkham,2016-10-18,4,5,143,75,2024-07-28 12:18:35,143,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,Dark,Story,online,Comic Book,city,Batman,comics,hospital,clowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,12463,12826,Warner Bros. Interactive Entertainment,Rocksteady Studios,10000
Pro Evolution Soccer 2018,2017-09-12,3,4,168,84,2024-02-02 18:25:55,169,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,Xbox 360,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Full controller support,Atmospheric,Co-op,cooperative,Horror,Online Co-Op,Online multiplayer,Local Co-Op,Local Multiplayer,In-App Purchases,Mature,Memes,Sexual Content,Heist,Football,Soccer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,553458,104863,Konami Digital Entertainment,Konami Digital Entertainment,190000
Pro Evolution Soccer 2018,2017-09-12,3,4,168,84,2024-02-02 18:25:55,169,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,Xbox 360,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Full controller support,Atmospheric,Co-op,cooperative,Horror,Online Co-Op,Online multiplayer,Local Co-Op,Local Multiplayer,In-App Purchases,Mature,Memes,Sexual Content,Heist,Football,Soccer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,553458,104863,Konami Digital Entertainment,Konami Digital Entertainment,30000
Dragon Quest Builders 2,2019-07-12,4,5,102,85,2024-01-18 00:38:49,103,Everyone 10+,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,3,PC,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,RPG,Co-op,cooperative,Third Person,Online Co-Op,Sandbox,stats,Anime,role-playing,Cute,Colorful,Crafting,Building,JRPG,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,547282,115024,Square Enix,Square Enix,150000
Dragon Quest Builders 2,2019-07-12,4,5,102,85,2024-01-18 00:38:49,103,Everyone 10+,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,3,PC,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,RPG,Co-op,cooperative,Third Person,Online Co-Op,Sandbox,stats,Anime,role-playing,Cute,Colorful,Crafting,Building,JRPG,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,547282,115024,Square Enix,Square Enix,140000
Astro Bot Rescue Mission,2018-10-02,4,5,159,90,2024-03-10 18:34:00,160,Teen,'Adventure',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6825,7961,Sony Interactive Entertainment,SIE Japan Studio,20000
Yakuza 3,2009-02-26,4,4,137,79,2024-02-04 02:57:40,140,Mature,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Atmospheric,Action-Adventure,3rd-Person Perspective,1980s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9991,7961,Sega,Sega,50000
Shantae: Half-Genie Hero,2016-12-20,3,4,126,76,2024-06-06 08:26:21,129,Teen,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,4,PS Vita,PlayStation 4,Xbox 360,PC,Wii U,Xbox One,PlayStation 3,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,2D,Fantasy,Funny,Exploration,Female Protagonist,Comedy,Anime,Cute,Side Scroller,Memes,Crime,Story,Metroidvania,Hand-drawn,Kickstarter,2.5D,explore,hero,Monsters,dance,dialogue,weird,wave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,561534,119954,Xseed Games,Way Forward Technologies,10000
.hack//G.U. Last Recode,2017-11-02,3,4,46,74,2024-04-09 14:40:32,46,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Great Soundtrack,RPG,Story Rich,Anime,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,547351,106043,Namco Bandai Games,CyberConnect2,80000
Mega Man 11,2018-10-02,3,4,89,80,2024-03-04 16:07:44,90,Everyone 10+,'Action',Platformer,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Nintendo Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,2D,Difficult,Steam Leaderboards,Classic,Side Scroller,Robots,2.5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,552989,119954,Capcom,Capcom,30000
Mega Man 11,2018-10-02,3,4,89,80,2024-03-04 16:07:44,90,Everyone 10+,'Action',Platformer,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Nintendo Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,2D,Difficult,Steam Leaderboards,Classic,Side Scroller,Robots,2.5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,552989,119954,Capcom,Capcom,30000
Knack 2,2017-09-05,3,4,78,71,2024-03-09 17:29:45,78,Everyone 10+,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Singleplayer,Multiplayer,exclusive,true exclusive,3D Platformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6825,7961,Sony Interactive Entertainment,SIE Japan Studio,10000
Grand Kingdom,2015-11-19,2,1,105,77,2023-08-02 19:43:39,106,Teen,'RPG',Strategy,0,0,0,0,0,0,0,0,0,1,PS Vita,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Multiplayer,RPG,War,online,battle,Conspiracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8272,7961,NIS America,Monochrome Corporation,40000
Grand Kingdom,2015-11-19,2,1,105,77,2023-08-02 19:43:39,106,Teen,'RPG',Strategy,0,0,0,0,0,0,0,0,0,1,PS Vita,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Multiplayer,RPG,War,online,battle,Conspiracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8272,7961,NIS America,Monochrome Corporation,50000
Pro Evolution Soccer 2017,2016-09-13,3,4,133,69,2024-05-04 15:04:15,133,Everyone 10+,'Simulation',Sports,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,PlayStation 3,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Full controller support,Atmospheric,Co-op,2D,FPS,Online Co-Op,Free to Play,Online multiplayer,In-App Purchases,Family Friendly,Illuminati,Demons,Heist,friends,Dating Sim,Football,Soccer,evolution,ball,bundle,ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,553458,112824,Konami Digital Entertainment,PES Productions,180000
Pro Evolution Soccer 2017,2016-09-13,3,4,133,69,2024-05-04 15:04:15,133,Everyone 10+,'Simulation',Sports,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,PlayStation 3,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Full controller support,Atmospheric,Co-op,2D,FPS,Online Co-Op,Free to Play,Online multiplayer,In-App Purchases,Family Friendly,Illuminati,Demons,Heist,friends,Dating Sim,Football,Soccer,evolution,ball,bundle,ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,553458,112824,Konami Digital Entertainment,PES Productions,80000
LEGO The Incredibles,2018-06-15,3,4,67,69,2024-08-11 01:59:01,67,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,macOS,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Nintendo Store,Steam,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Split Screen,Local Co-Op,Local Multiplayer,Anime,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,657570,195513,Warner Bros. Interactive Entertainment,Traveller's Tales,10000
The King of Fighters XIV,2016-08-23,3,4,59,73,2023-08-01 16:49:45,60,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Steam Leaderboards,Online multiplayer,Split Screen,Local Multiplayer,stats,Anime,Beat 'em up,online,battle,2.5D,Epic,2D Fighter,versus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,541848,106043,Atlus,SNK Playmore,60000
Pro Evolution Soccer 2016,2015-09-15,3,4,93,83,2024-03-09 22:08:33,93,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PC,PlayStation 3,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox 360 Store,0,0,0,0,0,0,0,0,online,Football,future,love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,547820,1916,Konami Digital Entertainment,PES Productions,140000
Pro Evolution Soccer 2016,2015-09-15,3,4,93,83,2024-03-09 22:08:33,93,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PC,PlayStation 3,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox 360 Store,0,0,0,0,0,0,0,0,online,Football,future,love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,547820,1916,Konami Digital Entertainment,PES Productions,160000
Dead or Alive 5,2012-09-25,3,4,108,77,2024-05-24 07:26:08,108,Mature,'Arcade',Fighting,0,0,0,0,0,0,0,0,0,2,Xbox 360,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,0,0,0,0,0,0,0,Story,battle,character,Conspiracy,environment,fighter,combos,clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5972,9877,Tecmo Koei,Team Ninja,210000
The Legend of Heroes: Trails of Cold Steel,2013-09-26,3,4,93,79,2024-04-09 14:29:33,95,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,3,PS Vita,PlayStation 4,PlayStation 3,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Partial Controller Support,Fantasy,Anime,role-playing,Turn-Based,Cute,Visual Novel,JRPG,Dungeon Crawler,Turn-Based Combat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,546461,112325,Xseed Games,Nihon Falcom Corporation,140000
The Legend of Heroes: Trails of Cold Steel,2013-09-26,3,4,93,79,2024-04-09 14:29:33,95,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,3,PS Vita,PlayStation 4,PlayStation 3,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Partial Controller Support,Fantasy,Anime,role-playing,Turn-Based,Cute,Visual Novel,JRPG,Dungeon Crawler,Turn-Based Combat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,546461,112325,Xseed Games,Nihon Falcom Corporation,120000
BlazBlue: Central Fiction,2016-11-01,3,5,50,85,2024-03-01 16:16:04,50,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Fantasy,Difficult,Online multiplayer,Split Screen,Controller,Local Multiplayer,Anime,Nudity,Cute,Visual Novel,2D Fighter,e-sports,God Game,Tutorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,550517,115089,Aksys Games,Arc System Works,50000
BlazBlue: Central Fiction,2016-11-01,3,5,50,85,2024-03-01 16:16:04,50,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Fantasy,Difficult,Online multiplayer,Split Screen,Controller,Local Multiplayer,Anime,Nudity,Cute,Visual Novel,2D Fighter,e-sports,God Game,Tutorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,550517,115089,Aksys Games,Arc System Works,30000
Farming Simulator 17,2016-10-24,3,4,82,69,2023-11-06 01:34:50,82,Everyone 10+,'Simulation',0,0,0,0,0,0,0,0,0,0,4,Xbox One,iOS,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Co-op,Open World,cooperative,First-Person,Third Person,Online Co-Op,Sandbox,Female Protagonist,Cross-Platform Multiplayer,Moddable,Family Friendly,Realistic,Management,Driving,Economy,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,729418,186467,Focus Home Interactive,Giants Software,10000
Danganronpa Another Episode: Ultra Despair Girls,2014-09-25,3,4,111,70,2024-03-01 16:41:35,113,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PC,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Partial Controller Support,Horror,Female Protagonist,Violent,Third-Person Shooter,Anime,Nudity,Sexual Content,Visual Novel,Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,536470,106043,NIS America,Spike Chunsoft,120000
Danganronpa Another Episode: Ultra Despair Girls,2014-09-25,3,4,111,70,2024-03-01 16:41:35,113,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PC,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Partial Controller Support,Horror,Female Protagonist,Violent,Third-Person Shooter,Anime,Nudity,Sexual Content,Visual Novel,Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,536470,106043,NIS America,Spike Chunsoft,10000
Onimusha: Warlords,2001-01-25,4,4,94,86,2024-04-06 09:12:54,97,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,Xbox,PlayStation 4,Nintendo Switch,PC,Xbox One,PlayStation 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Nintendo Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,steam-trading-cards,Horror,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,555768,119954,Capcom,Capcom,30000
Onimusha: Warlords,2001-01-25,4,4,94,86,2024-04-06 09:12:54,97,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,Xbox,PlayStation 4,Nintendo Switch,PC,Xbox One,PlayStation 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Nintendo Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,steam-trading-cards,Horror,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,555768,119954,Capcom,Capcom,10000
Persona 5: Dancing in Starlight,2018-05-24,3,4,95,72,2024-08-24 18:30:10,97,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Atmospheric,Funny,Music,Rhythm,dance,dancing,crossover,rhythm-music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8272,7961,Atlus,Atlus,30000
Persona 5: Dancing in Starlight,2018-05-24,3,4,95,72,2024-08-24 18:30:10,97,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Atmospheric,Funny,Music,Rhythm,dance,dancing,crossover,rhythm-music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8272,7961,Atlus,Atlus,20000
Megadimension Neptunia VII,2015-04-23,3,4,44,70,2024-03-06 03:02:34,44,Teen,'RPG',Strategy,0,0,0,0,0,0,0,0,0,3,Nintendo Switch,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Third Person,Horror,Fantasy,Funny,Female Protagonist,Comedy,Anime,role-playing,Nudity,Turn-Based,Cute,Memes,Sexual Content,Visual Novel,JRPG,Turn-Based Combat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,547351,115089,Idea Factory International,Compile Heart,40000
F1 2016,2016-08-18,3,4,54,86,2024-02-04 13:42:12,54,Everyone,'Sports',Racing,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,iOS,PC,macOS,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Google Play,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,cooperative,Steam Leaderboards,Controller,Steam Workshop,Realistic,Driving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,781801,203564,Codemasters,Codemasters,30000
F1 2017,2017-08-24,3,4,79,89,2023-12-04 03:32:20,79,Everyone,'Sports',Racing,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,App Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Co-op,cooperative,Steam Leaderboards,Steam Workshop,Realistic,VR,Driving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,652067,186467,Deep Silver,Codemasters,20000
The Silver Case,2016-10-06,3,5,45,67,2024-08-21 07:15:59,45,Mature,'Adventure',0,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Linux,macOS,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Steam,PlayStation Store,GOG,0,0,0,0,0,Singleplayer,Steam Achievements,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Partial Controller Support,Horror,Funny,Exploration,Classic,Dark,Anime,controller support,Mystery,Cinematic,Visual Novel,Detective,Cult Classic,Psychological,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,729401,121371,NIS America,Grasshopper Manufacture,10000
