Title,Publisher,Developer,NA Sales,Release Date,Last Update,Year
Disney Infinity 3.0,Disney Interactive Studios,Avalanche Software,560000,2015-08-30,2018-03-20,2015.0
Xenoblade Chronicles,Nintendo,Monolith Soft,560000,2015-04-10,2018-01-15,2015.0
Metroid: Samus Returns,Nintendo,Mercury Steam,560000,2017-09-15,2018-09-21,2017.0
WWE 2K16,Take-Two Interactive,Yuke's,560000,2015-10-27,2018-04-11,2015.0
DOOM VFR,Bethesda Softworks,id Software,560000,2017-12-01,2018-01-01,2017.0
Just Cause 4,Square Enix,Avalanche Studios,560000,2018-12-04,2018-12-19,2018.0
Sonic Forces,Sega,Sonic Team,560000,2017-11-07,2018-02-11,2017.0
Kingdom Come: Deliverance,Deep Silver,Warhorse Studios,560000,2018-02-13,2018-01-10,2018.0
Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,Level 5,Level 5,550000,2017-10-06,2018-01-23,2017.0
Poochy & Yoshi's Woolly World,Nintendo,Good-Feel,550000,2017-02-03,2018-01-07,2017.0
Sniper Elite 4,Rebellion Developments,Rebellion Developments,550000,2017-02-14,2018-05-29,2017.0
Skylanders: SuperChargers,Activision,Vicarious Visions,550000,2015-09-20,2018-04-06,2015.0
Rory McIlroy PGA Tour,Electronic Arts,EA Tiburon,550000,2015-07-14,2018-05-24,2015.0
Disney Infinity 3.0,Disney Interactive Studios,Avalanche Software,550000,2015-08-30,2018-03-20,2015.0
FIFA 18,EA Sports,EA Vancouver,540000,2017-09-29,2018-04-02,2017.0
Mario Tennis Ultra Smash,Nintendo,Camelot Software Planning,540000,2015-11-20,2018-03-21,2015.0
Dragon Ball: Fusions,Namco Bandai Games,Ganbarion,540000,2016-11-22,2018-01-14,2016.0
LEGO The Incredibles,Warner Bros. Interactive Entertainment,Traveller's Tales,530000,2018-06-15,2018-11-06,2018.0
Disney Infinity 3.0,Disney Interactive Studios,Avalanche Software,530000,2015-08-30,2018-03-20,2015.0
F1 2018,Codemasters,Codemasters Birmingham,530000,2018-08-24,2018-09-26,2018.0
Hitman 2,Warner Bros. Interactive Entertainment,IO Interactive,510000,2018-11-13,2018-11-22,2018.0
Halo Wars 2Read the review,Microsoft Studios,Creative Assembly,510000,2017-02-21,2018-02-24,2017.0
Mario & Luigi Superstar Saga + Bowser's Minions,Nintendo,AlphaDream Corporation,510000,2017-10-06,2018-01-26,2017.0
DiRT Rally,Codemasters,Codemasters,510000,2016-04-05,2018-01-17,2016.0
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,Level 5,Level 5,510000,2017-12-16,2018-09-09,2017.0
Fire Emblem Warriors,Nintendo,Omega Force,510000,2017-10-20,2020-08-03,2017.0
Homefront: The Revolution,Deep Silver,Dambuster Studios,500000,2016-05-17,2018-05-24,2016.0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Square Enix,Square Enix,500000,2015-02-26,2019-01-30,2015.0
Attack on Titan,Tecmo Koei,Omega Force,500000,2017-01-01,2018-09-11,2017.0
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,TT Fusion,500000,2016-06-28,2018-03-31,2016.0
Mad Max (2013),Warner Bros. Interactive Entertainment,Avalanche Studios,500000,2015-09-01,2018-01-05,2015.0
Pro Evolution Soccer 2019,Konami,Konami,500000,2018-08-28,2018-09-26,2018.0
Story of Seasons: Trio of Towns,Marvelous Interactive,Marvelous Entertainment,490000,2017-02-28,2018-05-29,2017.0
Star Wars Battlefront (2015),Electronic Arts,EA DICE,490000,2015-11-17,2018-03-24,2015.0
Animal Crossing: Amiibo Festival,Nintendo,"Nd Cube Co., Ltd.",490000,2015-11-13,2018-02-08,2015.0
Mario & Sonic at the Rio 2016 Olympic Games,Nintendo,Sega Sports R&D,490000,2016-06-24,2018-04-05,2016.0
DiRT 4,Deep Silver,Codemasters,490000,2017-06-06,2018-11-23,2017.0
Hyrule Warriors Legends,Nintendo,Omega Force,490000,2016-03-25,2020-08-04,2016.0
Farpoint,Sony Interactive Entertainment,Impulse Gear,480000,2017-05-16,2018-09-23,2017.0
LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,Traveller's Tales,480000,2016-01-26,2018-04-06,2016.0
WWE 2K19,2K Sports,Visual Concepts,480000,2018-10-09,2018-06-22,2018.0
A Way Out,Electronic Arts,Hazelight,480000,2018-03-23,2018-03-24,2018.0
Friday the 13th: The Game,Gun Media,IllFonic,480000,2017-10-13,2018-05-30,2017.0
Tom Clancy's The Division,Ubisoft,Massive Entertainment,480000,2016-03-08,2018-05-04,2016.0
Wolfenstein: The Old Blood,Bethesda Softworks,MachineGames,480000,2015-05-05,2018-04-21,2015.0
BioShock: The Collection,2K Games,"Blind Squirrel Digital, Inc",480000,2016-09-13,2018-04-30,2016.0
Luigi's Mansion,Nintendo,GREZZO,470000,2018-10-12,2020-08-03,2018.0
Jurassic World Evolution,Frontier Developments,Frontier Developments,470000,2018-07-03,2018-04-20,2018.0
Deadpool,Activision,High Moon Studios,470000,2015-11-18,2018-10-10,2015.0
TrackMania Turbo,Ubisoft,Nadeo,470000,2016-03-22,2018-05-29,2016.0
Madden NFL 17,EA Sports,EA Tiburon,470000,2016-08-23,2018-04-01,2016.0
Detective PikachuRead the review,Nintendo,Creatures Inc.,470000,2018-03-23,2018-01-12,2018.0
Knack 2,Sony Interactive Entertainment,SIE Japan Studio,470000,2017-09-05,2018-09-23,2017.0
Sonic Mania,Sega,PagodaWest Games,470000,2017-08-15,2017-12-23,2017.0
Farming Simulator 19,Focus Home Interactive,Giants Software,470000,2018-11-20,2018-12-19,2018.0
Dissidia Final Fantasy NTRead the review,Square Enix,Square Enix,460000,2018-01-30,2018-01-10,2018.0
WWE 2K16,Take-Two Interactive,Yuke's,460000,2015-10-27,2018-04-11,2015.0
Disney Infinity 3.0,Disney Interactive Studios,Avalanche Software,460000,2015-08-30,2018-03-20,2015.0
Battlefield: Hardline,Electronic Arts,EA DICE,460000,2015-03-17,2018-04-11,2015.0
Mario Sports Superstars,Nintendo,Namco Bandai Games,460000,2017-03-24,2018-01-20,2017.0
Minecraft: Story Mode - The Complete Adventure,Telltale Games,Telltale Games,460000,2017-08-22,2018-08-07,2017.0
State of Decay 2Read the review,Microsoft Studios,Undead Labs,460000,2018-05-22,2018-09-25,2018.0
LEGO DC Super-Villains,Warner Bros. Interactive Entertainment,Traveller's Tales,460000,2018-10-16,2018-06-04,2018.0
Hyrule Warriors: Definitive EditionRead the review,Nintendo,Omega Force,460000,2018-05-18,2019-12-30,2018.0
Skylanders: SuperChargers,Activision,Vicarious Visions,450000,2015-09-20,2018-04-06,2015.0
L.A. Noire,Rockstar Games,Team Bondi,450000,2017-11-14,2018-06-19,2017.0
Yakuza Kiwami,Sega,Sega,450000,2017-08-29,2018-01-03,2017.0
Style Savvy: Styling Star,Nintendo,syn Sophia,450000,2017-12-25,2018-09-05,2017.0
Prey (2017),Bethesda Softworks,Arkane Studios,450000,2017-05-05,2018-01-18,2017.0
Skylanders Imaginators,Activision,Toys for Bob,450000,2016-10-16,2018-03-26,2016.0
Hey! Pikmin,Nintendo,Arzest,440000,2017-07-28,2018-02-03,2017.0
EA Sports UFC 3,EA Sports,EA Vancouver,440000,2018-02-02,2018-02-11,2018.0
Pro Evolution Soccer 2016,Konami Digital Entertainment,PES Productions,440000,2015-09-15,2018-04-14,2015.0
Star Fox: Zero,Nintendo,Nintendo EPD,440000,2016-04-22,2018-11-18,2016.0
Story of Seasons,Xseed Games,Marvelous,440000,2015-03-31,2017-12-30,2015.0
Sid Meier's Civilization VI,2K Games,Firaxis Games,440000,2016-10-21,2018-12-19,2016.0
God Eater 2: Rage Burst,Namco Bandai Games,Namco Bandai Games,440000,2016-10-01,2018-07-04,2016.0
LEGO DC Super-Villains,Warner Bros. Interactive Entertainment,Traveller's Tales,440000,2018-10-16,2018-06-04,2018.0
Skylanders Imaginators,Activision,Toys for Bob,430000,2016-10-16,2018-03-30,2016.0
Skylanders: SuperChargers,Activision,Vicarious Visions,430000,2015-09-20,2018-04-06,2015.0
Just Dance 2017,Ubisoft,Ubisoft Paris,430000,2016-10-25,2018-04-06,2016.0
Rocksmith 2014,Ubisoft,Ubisoft San Francisco,430000,2016-10-04,2018-03-08,2016.0
NBA 2K18,2K Sports,Visual Concepts,430000,2017-09-19,2018-01-05,2017.0
Doom (2016),Bethesda Softworks,id Software,430000,2017-11-10,2018-01-05,2017.0
NHL 19,EA Sports,EA Canada,430000,2018-09-14,2018-06-23,2018.0
Destiny: The Taken King,Activision,Bungie,430000,2015-09-15,2018-04-20,2015.0
LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,Traveller's Tales,430000,2016-01-26,2018-04-06,2016.0
Hello Neighbor,Gearbox Software,Dynamic Pixels,420000,2017-12-08,2017-12-31,2017.0
Saints Row IV: Re-ElectedRead the review,Deep Silver,Volition Inc.,420000,2015-01-20,2018-04-30,2015.0
Fossil Fighters: Frontier,Nintendo,Spike Chunsoft,420000,2015-03-20,2018-01-16,2015.0
Dishonored: Definitive Edition,Bethesda Softworks,Arkane Studios,420000,2015-08-25,2018-04-04,2015.0
Mirror's Edge Catalyst,Electronic Arts,EA DICE,420000,2016-06-07,2018-09-04,2016.0
Farming Simulator 2015,Focus Home Interactive,Giants Software,420000,2015-05-19,2018-04-11,2015.0
Farming Simulator 2015Read the review,Focus Home Interactive,Giants Software,410000,2015-05-19,2018-04-11,2015.0
Project CARS,Bandai Namco Games,Slightly Mad Studios,410000,2015-05-12,2018-01-05,2015.0
Nintendo Labo: Toy-Con 03 Vehicle Kit,Nintendo,Nintendo EPD,410000,2018-09-14,2018-11-19,2018.0
Sword Art Online: Hollow Realization,Namco Bandai Games,Aquria,410000,2016-11-08,2019-03-22,2016.0
Destiny: The Collection,Activision,Bungie,410000,2016-09-19,2018-09-14,2016.0
Skylanders: SuperChargers,Activision,Vicarious Visions,400000,2015-09-20,2018-04-06,2015.0
MLB 15: The Show,Sony Computer Entertainment America,SCE San Diego Studio,400000,2015-03-31,2018-05-01,2015.0
Rocket League,505 Games,Psyonix Studios,400000,2018-01-16,2018-04-04,2018.0
The Lego Ninjago Movie Videogame,Warner Bros. Interactive Entertainment,Traveller's Tales,400000,2017-09-22,2018-05-29,2017.0
Momotaro Dentetsu 2017: Tachiagare Nippon!!,Nintendo,Valhalla Game Studios,400000,2016-12-22,2018-05-29,2016.0
Farming Simulator 2015,Focus Home Interactive,Giants Software,400000,2015-05-19,2018-04-11,2015.0
Destiny: The Taken King,Activision,Bungie,400000,2015-09-15,2018-04-20,2015.0
LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,Traveller's Tales,390000,2016-01-26,2018-04-06,2016.0
Just Dance 2018,Ubisoft,Ubisoft Paris,390000,2017-10-24,2018-04-06,2017.0
Just Dance 2016,Ubisoft,Ubisoft Paris,390000,2015-10-20,2018-04-05,2015.0
Deus Ex: Mankind Divided,Square Enix,Eidos Montreal,390000,2016-08-23,2018-01-18,2016.0
The Evil Within 2,Bethesda Softworks,Tango Gameworks,390000,2017-10-13,2018-05-10,2017.0
Little NightmaresRead the review,Namco Bandai Games,Tarsier Studios,390000,2017-04-28,2019-02-20,2017.0
Tropico 5,Kalypso Media,Haemimont Games,380000,2015-04-28,2018-08-20,2015.0
Just Dance 2016,Ubisoft,Ubisoft Paris,380000,2015-10-20,2018-04-05,2015.0
Persona 4: Dancing All Night,Atlus,Dingo Inc.,380000,2015-09-29,2018-05-31,2015.0
Hatsune Miku: Project Mirai DX,Sega,Sega,380000,2015-09-08,2018-05-29,2015.0
Doom (2016),Bethesda Softworks,id Software,380000,2016-05-13,2018-01-14,2016.0
Guitar Hero Live,Activision,FreeStyleGames,380000,2015-10-20,2018-03-15,2015.0
MLB 16: The Show,Sony Computer Entertainment America,SCE San Diego Studio,380000,2016-03-29,2018-04-20,2016.0
Life is Strange,Square Enix,DONTNOD Entertainment,370000,2016-01-19,2018-01-07,2016.0
Minecraft,Nintendo,Other Ocean Interactive,370000,2017-11-10,2018-08-05,2017.0
Firewall: Zero Hour,Sony Interactive Entertainment,First Contact Entertainment Inc.,370000,2018-08-29,2018-09-26,2018.0
Resident Evil: Origins Collection,Capcom,Capcom,370000,2016-01-19,2018-09-04,2016.0
Go Vacation,Nintendo,Bandai Namco Studios,370000,2018-07-27,2019-03-30,2018.0
Burnout Paradise RemasteredRead the review,Electronic Arts,Stellar Entertainment,370000,2018-03-16,2018-02-24,2018.0
Dynasty Warriors 9,Tecmo Koei,Omega Force,370000,2018-02-13,2017-12-31,2018.0
Yakuza: Kiwami 2Read the review,Sega,Sega,370000,2018-08-28,2018-01-07,2018.0
Shin Megami Tensei IV: Apocalypse,Atlus,Atlus,370000,2016-09-20,2018-05-29,2016.0
Vampyr,Focus Home Interactive,DONTNOD Entertainment,370000,2018-06-05,2018-02-08,2018.0
WWE 2K17,2K Games,Yuke's,370000,2016-10-11,2018-04-05,2016.0
Rise of the Tomb Raider,Square Enix,Crystal Dynamics,370000,2015-11-10,2018-04-11,2015.0
Destiny 2: Forsaken,Activision,Bungie,360000,2018-09-04,2018-08-07,2018.0
Okami HD,Capcom,Clover Studio,360000,2017-12-12,2018-01-07,2017.0
Sniper: Ghost Warrior 3,City Interactive,City Interactive,360000,2017-04-25,2018-05-29,2017.0
Just Dance 2016,Ubisoft,Ubisoft Paris,360000,2015-10-20,2018-04-05,2015.0
Fist of The North Star: Lost Paradise,Sega,Sega,360000,2018-10-02,2018-09-11,2018.0
Nintendo Labo: Toy-Con 02 Robot Kit,Nintendo,Nintendo EPD,360000,2018-04-20,2018-11-18,2018.0
Mega Man 11,Capcom,Capcom,360000,2018-10-02,2018-09-12,2018.0
Hello Neighbor,Gearbox Software,Dynamic Pixels,350000,2018-07-27,2018-11-06,2018.0
NBA 2K17,2K Sports,Visual Concepts,350000,2016-09-16,2018-03-28,2016.0
The Sims 4: City Living,Electronic Arts,Maxis,350000,2016-11-01,2018-05-29,2016.0
Dragon Ball Z: Extreme Butoden,Namco Bandai Games,Arc System Works,350000,2015-10-20,2018-01-17,2015.0
Dead or Alive 5 Last Round,Tecmo Koei,Team Ninja,350000,2015-02-17,2018-11-20,2015.0
Sega Genesis Classics,Sega,Sega,350000,2018-05-29,2018-09-22,2018.0
The Sims 4: Get Together,Electronic Arts,Maxis,350000,2015-12-08,2018-05-29,2015.0
Gravity Rush 2,Sony Interactive Entertainment,SIE Japan Studio,350000,2017-01-20,2018-02-09,2017.0
World of Final Fantasy,Square Enix,Square Enix,350000,2016-10-25,2018-05-23,2016.0
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,TT Fusion,350000,2016-06-28,2018-03-31,2016.0
Marvel vs. Capcom: Infinite,Capcom,Capcom,340000,2017-09-19,2018-09-22,2017.0
Just Dance 2017,Ubisoft,Ubisoft Paris,340000,2016-10-25,2018-04-06,2016.0
NBA 2K17,2K Sports,Visual Concepts,340000,2016-09-16,2018-03-28,2016.0
The King of Fighters XIV,Atlus,SNK Playmore,340000,2016-08-23,2018-05-30,2016.0
Guitar Hero Live,Activision,FreeStyleGames,340000,2015-10-20,2018-03-15,2015.0
Dishonored: Death of the Outsider,Bethesda Softworks,Arkane Studios,330000,2017-09-15,2018-03-03,2017.0
Valkyria Chronicles Remastered,Sega,Sega,330000,2016-05-17,2018-09-11,2016.0
Call of Duty: Infinite Warfare,Activision,Infinity Ward,330000,2016-11-04,2018-01-14,2016.0
The Lego Ninjago Movie VideogameRead the review,Warner Bros. Interactive Entertainment,Traveller's Tales,330000,2017-09-22,2018-05-29,2017.0
LEGO Harry Potter CollectionRead the review,Warner Bros. Interactive Entertainment,Traveller's Tales,330000,2018-10-30,2018-10-27,2018.0
The Crew 2,Ubisoft,Ivory Tower,330000,2018-06-29,2018-07-19,2018.0
PlayerUnknown's Battlegrounds,Sony Interactive Entertainment,PUBG Corporation,330000,2018-12-07,2018-11-18,2018.0
Kirby: Battle Royale,Nintendo,HAL Laboratory,330000,2018-01-19,2018-01-03,2018.0
Farming Simulator 17,Focus Home Interactive,Giants Software,330000,2016-10-25,2018-04-06,2016.0
Tokyo Mirage Sessions #FE,Nintendo,Atlus,330000,2016-06-24,2020-07-23,2016.0
LEGO The IncrediblesRead the review,Warner Bros. Interactive Entertainment,Traveller's Tales,320000,2018-06-15,2018-11-06,2018.0
Chibi-Robo! Zip Lash,Nintendo,Nintendo,320000,2015-10-09,2018-01-14,2015.0
LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,Traveller's Tales,320000,2016-01-26,2018-04-06,2016.0
Farming Simulator 19,Focus Home Interactive,Giants Software,320000,2018-11-20,2018-12-19,2018.0
Cars 3: Driven to Win,Warner Bros. Interactive Entertainment,Avalanche Software,320000,2017-06-13,2018-02-25,2017.0
Puzzle & Dragons X: God Chapter / Dragon Chapter,GungHo Online Entertainment,GungHo Online Entertainment,320000,2016-07-28,2018-07-17,2016.0
Payday 2,505 Games,Overkill Software,320000,2015-06-16,2018-01-08,2015.0
Dragon Quest Builders: Revive Alefgard,Square Enix,Square Enix,310000,2016-10-11,2018-01-11,2016.0
XCOM 2,2K Games,Firaxis Games,310000,2015-11-30,2018-05-29,2015.0
UEFA Euro 2016,Konami Digital Entertainment,Konami Digital Entertainment,310000,2016-04-21,2018-05-03,2016.0
DmC Devil May Cry: Definitive Edition,Capcom,QLOC,310000,2015-03-10,2018-05-01,2015.0
Hitman,Square Enix,IO Interactive,310000,2017-01-31,2018-05-01,2017.0
Sonic ManiaRead the review,Sega,PagodaWest Games,310000,2017-08-15,2018-08-15,2017.0
XCOM 2,2K Games,Firaxis Games,310000,2016-09-27,2018-05-29,2016.0
LEGO Ninjago: Shadow of Ronin,Warner Bros. Interactive Entertainment,TT Fusion,310000,2015-03-24,2018-01-26,2015.0
Resident Evil: Revelations 2Read the review,Capcom,Capcom,300000,2015-02-24,2018-04-15,2015.0
Battlefield: Hardline,Electronic Arts,EA DICE,300000,2015-03-17,2018-04-11,2015.0
Cities: Skylines,Koch Media,Colossal Order,300000,2017-08-15,2018-04-22,2017.0
Monopoly for Nintendo Switch,Ubisoft,Engine Software,300000,2017-10-31,2019-01-28,2017.0
NBA 2K19,2K Sports,Visual Concepts,300000,2018-09-11,2018-06-08,2018.0
Tom Clancy's Rainbow Six: Siege,Ubisoft,Ubisoft Montreal,300000,2015-12-01,2018-01-09,2015.0
LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,TT Fusion,300000,2016-01-26,2018-04-06,2016.0
My Hero One's Justice,Bandai Namco Entertainment,Byking,300000,2018-10-26,2018-09-12,2018.0
LEGO City Undercover,Warner Bros. Interactive Entertainment,TT Fusion,300000,2017-04-04,2018-05-24,2017.0
SoulCalibur VI,Bandai Namco Games,Project Soul,300000,2018-10-19,2018-11-07,2018.0
LEGO DC Super-VillainsRead the review,Warner Bros. Interactive Entertainment,Traveller's Tales,300000,2018-10-16,2018-06-04,2018.0
WWE 2K17,2K Games,Yuke's,300000,2016-10-11,2018-04-05,2016.0
Final Fantasy Type-0 HD,Square Enix,Square Enix,300000,2015-03-17,2018-01-21,2015.0
Call of Duty: Black Ops 3,Activision,Treyarch,300000,2015-11-06,2018-01-14,2015.0
Just Dance 2018,Ubisoft,Ubisoft Paris,300000,2017-10-24,2018-04-06,2017.0
Sniper Elite 4,Rebellion Developments,Rebellion Developments,300000,2017-02-14,2018-05-29,2017.0
Sword Art Online: Fatal BulletRead the review,Namco Bandai Games,Dimps Corporation,290000,2018-02-23,2018-02-23,2018.0
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,TT Fusion,290000,2016-06-28,2018-03-31,2016.0
Yooka-Laylee,Team17 Software,Playtonic Games,290000,2018-01-01,2018-05-31,2018.0
Just Dance 2017,Ubisoft,Ubisoft Paris,290000,2017-03-03,2018-04-06,2017.0
NHL 19,EA Sports,EA Canada,290000,2018-09-14,2018-06-23,2018.0
Phoenix Wright: Ace Attorney: Spirit of Justice,Capcom,Capcom,290000,2016-09-30,2018-01-14,2016.0
Overcooked! 2Read the review,Sold Out,Ghost Town Games,290000,2018-08-07,2018-06-14,2018.0
The Legend of Legacy,Atlus,Cattle Call,290000,2015-10-13,2018-05-29,2015.0
Cars 3: Driven to Win,Warner Bros. Interactive Entertainment,Avalanche Software,290000,2017-06-13,2018-01-14,2017.0
Skylanders Imaginators,Activision,Toys for Bob,290000,2016-10-16,2018-03-30,2016.0
Metal Gear Solid V: The Definitive Experience,Konami Digital Entertainment,Kojima Productions,290000,2016-10-11,2018-05-29,2016.0
Ever Oasis,Nintendo,GREZZO,290000,2017-06-23,2018-01-14,2017.0
Just Cause 4,Square Enix,Avalanche Studios,290000,2018-12-04,2018-12-19,2018.0
Sonic Forces,Sega,Sonic Team,290000,2017-11-07,2018-02-11,2017.0
Culdcept,NIS America,OmiyaSoft,290000,2017-10-03,2018-04-02,2017.0
Star Trek Bridge Crew,Ubisoft,Red Storm Entertainment,280000,2017-05-30,2018-04-09,2017.0
WarioWare Gold,Nintendo,Intelligent Systems,280000,2018-08-03,2018-11-18,2018.0
The Heavy Rain and Beyond: Two Souls Collection,Sony Computer Entertainment,Quantic Dream,280000,2016-03-01,2018-04-20,2016.0
Skylanders Imaginators,Activision,Toys for Bob,280000,2016-10-16,2018-03-30,2016.0
Just Dance 2017,Ubisoft,Ubisoft Paris,280000,2016-10-25,2018-04-06,2016.0
Spintires: MudRunner,Focus Home Interactive,Saber Interactive,280000,2017-10-31,2018-05-30,2017.0
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,TT Fusion,280000,2016-06-28,2018-03-31,2016.0
Onechanbara Z2: Chaos,NIS America,Tamsoft,280000,2015-07-21,2018-05-30,2015.0
Secret of Mana,Square Enix,Square,280000,2018-02-15,2018-02-26,2018.0
Rory McIlroy PGA Tour,Electronic Arts,EA Tiburon,280000,2015-07-14,2018-05-24,2015.0
The Binding of Isaac: Afterbirth+,Nicalis,Nicalis,280000,2017-03-17,2018-01-18,2017.0
Gundam Versus,Namco Bandai Games,Namco Bandai Games,280000,2017-09-29,2018-01-12,2017.0
Etrian Mystery Dungeon,Atlus,Spike Chunsoft,280000,2015-04-07,2018-07-26,2015.0
Dragon Ball: Xenoverse,Namco Bandai Games,Dimps Corporation,280000,2015-02-24,2018-09-11,2015.0
Pro Evolution Soccer 2017,Konami Digital Entertainment,PES Productions,270000,2016-09-13,2018-04-14,2016.0
Bravo Team,Sony Interactive Entertainment,Supermassive Games Ltd.,270000,2018-03-06,2018-09-11,2018.0
Etrian Odyssey V: Beyond the Myth,Atlus,Atlus,270000,2017-10-17,2018-01-15,2017.0
Killing Floor 2,Tripwire Interactive,Tripwire Interactive,270000,2016-01-01,2018-05-30,2016.0
Robinson: The Journey,Sony Interactive Entertainment,Crytek,270000,2016-11-08,2018-09-14,2016.0
Driveclub VR,Sony Interactive Entertainment,Evolution Studios,270000,2016-10-13,2018-09-25,2016.0
Shenmue I & II,Sega,Sega,270000,2018-08-21,2018-12-19,2018.0
Guitar Hero Live,Activision,FreeStyleGames,270000,2015-10-20,2018-03-15,2015.0
LEGO Jurassic World,Warner Bros. Interactive Entertainment,TT Fusion,270000,2015-06-12,2018-04-06,2015.0
