name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,NA Sales
Apollo Justice: Ace Attorney,2007-04-12,4,4,104,78,2024-05-23 14:07:41,105,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,Nintendo DS,Nintendo 3DS,Android,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Google Play,Nintendo Store,App Store,0,0,0,0,0,0,Crime,Visual Novel,Blood,Investigation,Single player only,defense,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,133911,101702,Capcom,Capcom,10000
Earthfall,2018-07-13,3,4,25,73,2024-03-04 16:08:10,28,Teen,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,steam-trading-cards,Co-op,cooperative,Partial Controller Support,Horror,FPS,Online Co-Op,Gore,Violent,Online multiplayer,Early Access,Aliens,Co-op Campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,547486,110908,Gearbox Software,Holospark,40000
Earthfall,2018-07-13,3,4,25,73,2024-03-04 16:08:10,28,Teen,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,steam-trading-cards,Co-op,cooperative,Partial Controller Support,Horror,FPS,Online Co-Op,Gore,Violent,Online multiplayer,Early Access,Aliens,Co-op Campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,547486,110908,Gearbox Software,Holospark,30000
Nights of Azure,2015-10-01,3,4,27,64,2023-05-02 23:10:16,28,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,2,PS Vita,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Great Soundtrack,RPG,Partial Controller Support,Female Protagonist,Anime,Nudity,Hack and Slash,Sexual Content,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,546461,106043,Tecmo Koei,Gust,90000
Nights of Azure,2015-10-01,3,4,27,64,2023-05-02 23:10:16,28,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,2,PS Vita,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Great Soundtrack,RPG,Partial Controller Support,Female Protagonist,Anime,Nudity,Hack and Slash,Sexual Content,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,546461,106043,Tecmo Koei,Gust,90000
Nights of Azure,2015-10-01,3,4,27,64,2023-05-02 23:10:16,28,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,2,PS Vita,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Great Soundtrack,RPG,Partial Controller Support,Female Protagonist,Anime,Nudity,Hack and Slash,Sexual Content,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,546461,106043,Tecmo Koei,Gust,80000
Nights of Azure,2015-10-01,3,4,27,64,2023-05-02 23:10:16,28,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,2,PS Vita,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Great Soundtrack,RPG,Partial Controller Support,Female Protagonist,Anime,Nudity,Hack and Slash,Sexual Content,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,546461,106043,Tecmo Koei,Gust,50000
Onechanbara Z2: Chaos,2014-10-30,3,4,34,57,2023-08-29 19:18:24,34,Mature,'Action',0,0,0,0,0,0,0,0,0,0,2,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Female Protagonist,Anime,Zombies,Hack and Slash,Mature,crowd combat,sexy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,541848,106043,NIS America,Tamsoft,280000
Dragon Quest VIII: Journey of the Cursed King,2004-11-27,4,5,67,84,2024-02-10 19:50:44,70,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,3,Nintendo 3DS,iOS,Android,PlayStation 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Google Play,Nintendo Store,0,0,0,0,0,0,role-playing,combat,battle,character,Epic,Monsters,fun,work,ancient,run,tap,knight,casino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,133467,101702,Nintendo,Level 5 / Armor Project,1150000
Fire Pro Wrestling World,2017-07-10,4,5,23,79,2023-02-16 15:55:59,23,Teen,'Simulation',Sports,0,0,0,0,0,0,0,0,0,2,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,2D,Partial Controller Support,Online multiplayer,Split Screen,Local Multiplayer,Steam Workshop,Early Access,Retro,Character Customization,Wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,541848,106043,Spike Chunsoft,Spike Chunsoft,120000
Eagle Flight,2016-11-08,3,4,33,74,2024-07-16 18:25:02,34,Teen,'Action',Simulation,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,steam-trading-cards,Partial Controller Support,Online Co-Op,Online multiplayer,VR,Flight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,541848,106043,Ubisoft,Ubisoft,200000
Destiny 2: Forsaken,2018-09-04,4,4,97,84,2024-03-09 07:19:11,100,Teen,'Action',Shooter,Adventure,Massively Multiplayer,0,0,0,0,0,0,0,1,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,0,0,0,0,0,0,0,0,Multiplayer,Atmospheric,Co-op,First-Person,Sci-fi,FPS,Exploration,Online multiplayer,Action-Adventure,PvP,Cinematic,Futuristic,Aliens,3rd-Person Perspective,PvE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,547486,4865,Activision,Bungie,360000
Destiny 2: Forsaken,2018-09-04,4,4,97,84,2024-03-09 07:19:11,100,Teen,'Action',Shooter,Adventure,Massively Multiplayer,0,0,0,0,0,0,0,1,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,0,0,0,0,0,0,0,0,Multiplayer,Atmospheric,Co-op,First-Person,Sci-fi,FPS,Exploration,Online multiplayer,Action-Adventure,PvP,Cinematic,Futuristic,Aliens,3rd-Person Perspective,PvE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,547486,4865,Activision,Bungie,130000
Destiny 2: Forsaken,2018-09-04,4,4,97,84,2024-03-09 07:19:11,100,Teen,'Action',Shooter,Adventure,Massively Multiplayer,0,0,0,0,0,0,0,1,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,0,0,0,0,0,0,0,0,Multiplayer,Atmospheric,Co-op,First-Person,Sci-fi,FPS,Exploration,Online multiplayer,Action-Adventure,PvP,Cinematic,Futuristic,Aliens,3rd-Person Perspective,PvE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,547486,4865,Activision,Bungie,20000
Grand Ages: Medieval,2015-09-24,2,3,18,63,2024-03-09 10:40:47,18,Teen,'RPG',Strategy,Simulation,0,0,0,0,0,0,0,0,4,macOS,PlayStation 4,iOS,PC,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Steam,GOG,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Open World,Sandbox,stats,War,Historical,RTS,Medieval,Management,achievements,Economy,Resource Management,City Builder,Grand Strategy,Political,Trading,Politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,801249,187884,Kalypso Media,Gaming Minds Studios,90000
Grand Ages: Medieval,2015-09-24,2,3,18,63,2024-03-09 10:40:47,18,Teen,'RPG',Strategy,Simulation,0,0,0,0,0,0,0,0,4,macOS,PlayStation 4,iOS,PC,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Steam,GOG,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Open World,Sandbox,stats,War,Historical,RTS,Medieval,Management,achievements,Economy,Resource Management,City Builder,Grand Strategy,Political,Trading,Politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,801249,187884,Kalypso Media,Gaming Minds Studios,60000
9 Clues 2: The Ward,2015-07-23,3,4,10,73,2023-09-19 12:01:20,10,Teen,'Adventure',Casual,0,0,0,0,0,0,0,0,0,2,Android,Linux,macOS,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Google Play,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,2D,Horror,Point & Click,Mystery,Hidden Object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,769456,115179,Artifex Mundi sp. z o.o.,Artifex Mundi,0
Persona 4: Dancing All Night,2015-09-29,4,5,41,76,2024-01-15 01:39:02,41,Teen,'Casual',0,0,0,0,0,0,0,0,0,0,1,PS Vita,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Music,battle,Rhythm,Investigation,night,dance,Shadows,tap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8272,7961,Atlus,Dingo Inc.,380000
Deception IV: The Nightmare Princess,2015-03-26,3,4,20,73,2023-08-01 16:58:09,20,Mature,'Action',Strategy,0,0,0,0,0,0,0,0,0,1,PlayStation 3,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Multiplayer,Story,online,Blood,Traps,princess,nightmare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11438,7961,Tecmo Koei,Koei Tecmo Games,10000
Deception IV: The Nightmare Princess,2015-03-26,3,4,20,73,2023-08-01 16:58:09,20,Mature,'Action',Strategy,0,0,0,0,0,0,0,0,0,1,PlayStation 3,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Multiplayer,Story,online,Blood,Traps,princess,nightmare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11438,7961,Tecmo Koei,Koei Tecmo Games,0
Megadimension Neptunia VIIR,2018-05-08,3,4,10,71,2023-10-27 23:39:23,10,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,RPG,Steam Leaderboards,Anime,Space,role-playing,VR,JRPG,online,friends,challenge,room,factory,combos,dialogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,541848,112325,Idea Factory International,Compile Heart,40000
Sniper: Ghost Warrior 3,2017-01-27,3,4,50,57,2024-04-20 00:10:25,51,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,itch.io,GOG,Steam,0,0,0,0,0,0,Open World,FPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,547486,758531,City Interactive,City Interactive,360000
Sniper: Ghost Warrior 3,2017-01-27,3,4,50,57,2024-04-20 00:10:25,51,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,itch.io,GOG,Steam,0,0,0,0,0,0,Open World,FPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,547486,758531,City Interactive,City Interactive,180000
Battlezone,2017-05-11,2,3,16,66,2023-11-17 09:59:43,16,Teen,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Online Co-Op,Steam Leaderboards,Online multiplayer,exclusive,VR,Tanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,541848,107959,Sony Interactive Entertainment,Rebellion Developments,160000
Omega Quintet,2014-10-02,2,1,17,73,2023-08-01 16:47:55,17,Teen,'Adventure',RPG,Strategy,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,RPG,Partial Controller Support,Anime,JRPG,Music,fight,skill,factory,sound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,541848,106043,Compile Heart,Compile Heart,30000
Rogue Trooper Redux,2017-10-17,3,4,27,60,2023-05-02 22:56:38,28,Teen,'Action',Shooter,Adventure,Arcade,0,0,0,0,0,0,0,5,Xbox One,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,GOG,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,cooperative,Online Co-Op,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,126236,Rebellion,TickTock Games,20000
Rogue Trooper Redux,2017-10-17,3,4,27,60,2023-05-02 22:56:38,28,Teen,'Action',Shooter,Adventure,Arcade,0,0,0,0,0,0,0,5,Xbox One,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,GOG,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,cooperative,Online Co-Op,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,126236,Rebellion,TickTock Games,20000
Wild Guns Reloaded,2016-12-20,3,5,13,77,2023-08-23 22:52:38,13,Everyone 10+,'Action',0,0,0,0,0,0,0,0,0,0,2,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,2D,Partial Controller Support,Steam Leaderboards,Classic,Split Screen,Local Co-Op,Pixel Graphics,Local Multiplayer,Retro,Remake,Steampunk,Shoot 'Em Up,Western,On-Rails Shooter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,541848,106043,Natsume,Natsume Atari,70000
Assault Suit Leynos,2015-12-23,2,3,11,73,2022-09-29 23:49:09,11,Everyone 10+,'Action',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Partial Controller Support,Anime,Robots,Shoot 'Em Up,Mechs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,541848,106043,Rising Star Games,"extreme Co.,Ltd.",50000
Flipping Death,2018-08-06,3,4,18,73,2023-11-01 10:03:25,18,Teen,'Adventure',Indie,0,0,0,0,0,0,0,0,0,4,Nintendo Switch,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,119954,Rising Star,Zoink Games,20000
Flipping Death,2018-08-06,3,4,18,73,2023-11-01 10:03:25,18,Teen,'Adventure',Indie,0,0,0,0,0,0,0,0,0,4,Nintendo Switch,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,119954,Rising Star,Zoink Games,10000
Taiko no Tatsujin: Drum Session!,2017-10-26,4,5,9,73,2024-01-20 00:14:13,9,Everyone 10+,'Arcade',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,online,friends,match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6825,7961,Namco Bandai Games,Namco Bandai Games,90000
Battle Worlds: Kronos,2013-11-03,2,3,11,71,2023-03-22 22:51:28,11,Everyone 10+,'Strategy',0,0,0,0,0,0,0,0,0,0,6,PlayStation 4,Nintendo Switch,Xbox One,Linux,macOS,PC,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,GOG,Steam,Google Play,Xbox Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,steam-trading-cards,Sci-fi,Cross-Platform Multiplayer,Includes level editor,Turn-Based,Turn-Based Strategy,Kickstarter,Hex Grid,Asynchronous Multiplayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,787422,143333,Nordic Games,KING Art Games,10000
Utawarerumono: Mask of Deception,2017-05-23,3,4,15,74,2023-11-05 13:39:12,15,Mature,'Adventure',RPG,Strategy,Simulation,0,0,0,0,0,0,0,2,PC,PlayStation 4,PlayStation 3,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,RPG,Story Rich,Gore,Violent,Anime,Nudity,Mature,3D,combat,Sexual Content,Story,Steam Trading Cards,Visual Novel,JRPG,online,Music,Turn-Based Tactics,friends,Tactical RPG,Remote Play on TV,Remote Play on Tablet,Remote Play on Phone,vn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,546461,106043,Atlus,Aqua Plus,130000
Utawarerumono: Mask of Deception,2017-05-23,3,4,15,74,2023-11-05 13:39:12,15,Mature,'Adventure',RPG,Strategy,Simulation,0,0,0,0,0,0,0,2,PC,PlayStation 4,PlayStation 3,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,RPG,Story Rich,Gore,Violent,Anime,Nudity,Mature,3D,combat,Sexual Content,Story,Steam Trading Cards,Visual Novel,JRPG,online,Music,Turn-Based Tactics,friends,Tactical RPG,Remote Play on TV,Remote Play on Tablet,Remote Play on Phone,vn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,546461,106043,Atlus,Aqua Plus,110000
Utawarerumono: Mask of Deception,2017-05-23,3,4,15,74,2023-11-05 13:39:12,15,Mature,'Adventure',RPG,Strategy,Simulation,0,0,0,0,0,0,0,2,PC,PlayStation 4,PlayStation 3,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,RPG,Story Rich,Gore,Violent,Anime,Nudity,Mature,3D,combat,Sexual Content,Story,Steam Trading Cards,Visual Novel,JRPG,online,Music,Turn-Based Tactics,friends,Tactical RPG,Remote Play on TV,Remote Play on Tablet,Remote Play on Phone,vn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,546461,106043,Aqua Plus,Aqua Plus,60000
Banner Saga Trilogy,2018-07-26,4,5,57,73,2024-08-13 15:29:20,58,Teen,'Action',Adventure,RPG,Strategy,Indie,0,0,0,0,0,0,4,PlayStation 4,Nintendo Switch,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Nintendo Store,Steam,0,0,0,0,0,Singleplayer,Atmospheric,Great Soundtrack,RPG,Story Rich,2D,Fantasy,Exploration,Action-Adventure,Tactical,role-playing,Turn-Based,Choices Matter,Isometric,Hand-drawn,Kickstarter,Tactical RPG,Strategy RPG,Crowdfunded,Role Playing Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,552989,119954,Gearbox Software,Stoic Studio,10000
XBlaze Lost: Memories,2015-04-09,2,3,12,73,2023-08-02 09:29:12,12,Mature,'Adventure',0,0,0,0,0,0,0,0,0,0,2,PlayStation 3,PS Vita,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Story Rich,Anime,Cute,Visual Novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,539636,106043,Aksys Games,Arc System Works,50000
